metric_id,metrics,display_names,operating_system_type,feature_name,unique_identifier,metric_nature,level_1,level_2,level_3,level_4,level_5,hierarchy_id,parent_id_old,metric_sequence_num,metric_seqno,level_no,feature_id,feature_seq_num,parent_id,create_dt
152,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Apple iOS,RESET TV BOX,RTB,Negative,,Reset_TV DMCA Error,,,,Apple iOS_RTB_1.2,Apple iOS_RTB_1,152,8,2.0,12,7,148.0,2025-02-05
153,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Apple iOS,RESET TV BOX,RTB,Negative,,,Reset_TV Interacted with Chat,,,Apple iOS_RTB_1.2.1,Apple iOS_RTB_1.2,153,5,3.0,12,7,152.0,2025-02-05
154,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Apple iOS,RESET TV BOX,RTB,Negative,,Reset_TV Error Outage,,,,Apple iOS_RTB_1.3,Apple iOS_RTB_1,154,6,2.0,12,7,148.0,2025-02-05
155,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Apple iOS,RESET TV BOX,RTB,Negative,,Reset_TV Non Pay Error,,,,Apple iOS_RTB_1.4,Apple iOS_RTB_1,155,7,2.0,12,7,148.0,2025-02-05
156,DR_Alert Type Visits,Visits with Service Alert,Apple iOS,SERVICE ALERT,SA,Negative,Visits with Service Alert,,,,,Apple iOS_SA_1,,156,1,1.0,13,14,,2025-02-05
157,DR_Outage Alert,Service_alert Outage,Apple iOS,SERVICE ALERT,SA,Negative,,Service_alert Outage,,,,Apple iOS_SA_1.1,Apple iOS_SA_1,157,2,2.0,13,14,156.0,2025-02-05
158,Dr_Campaign Rolloff Alert,Service_alert Campaign Rolloff,Apple iOS,SERVICE ALERT,SA,Negative,,Service_alert Campaign Rolloff,,,,Apple iOS_SA_1.2,Apple iOS_SA_1,158,3,2.0,13,14,156.0,2025-02-05
159,Dr_NonPay Suspension Alert,Service_alert NonPay Suspension,Apple iOS,SERVICE ALERT,SA,Negative,,Service_alert NonPay Suspension,,,,Apple iOS_SA_1.3,Apple iOS_SA_1,159,4,2.0,13,14,156.0,2025-02-05
160,Dr_Network Construction Alert,Service_alert Network Construction,Apple iOS,SERVICE ALERT,SA,Negative,,Service_alert Network Construction,,,,Apple iOS_SA_1.4,Apple iOS_SA_1,160,5,2.0,13,14,156.0,2025-02-05
161,Dr_DMCA Termination Alert,Service_alert DMCA Termination,Apple iOS,SERVICE ALERT,SA,Negative,,Service_alert DMCA Termination,,,,Apple iOS_SA_1.5,Apple iOS_SA_1,161,6,2.0,13,14,156.0,2025-02-05
162,server:error:CC-CLIENT_ERROR,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,162,,1.0,14,16,,2025-02-05
163,server:error:CC-NO-INTERNET,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,163,,1.0,14,16,,2025-02-05
164,server:error:CC-INTERNAL_ERROR,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,164,,1.0,14,16,,2025-02-05
165,server:error:CC-PAYMENT_AUTH_FAILED,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,165,,1.0,14,16,,2025-02-05
166,server:error:unable_to_retrieve_data_usage_information_at_this_time.,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,166,,1.0,14,16,,2025-02-05
167,server:error:CC-ACCOUNT_NOT_FOUND,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,167,,1.0,14,16,,2025-02-05
168,server:error:CC-USERNAME-ALREADY-EXISTS,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,168,,1.0,14,16,,2025-02-05
169,server:error:CC-PASSWORD_DENIED,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,169,,1.0,14,16,,2025-02-05
170,server:error:CC-SECURITY_TOKEN_NOT_FOUND,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,170,,1.0,14,16,,2025-02-05
171,server:error:CC-PAYMENT_UNKNOWN_ERROR,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,171,,1.0,14,16,,2025-02-05
172,server:error:CC-DUPLICATE_PAYMENT,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,172,,1.0,14,16,,2025-02-05
173,server:error:CC-INVALID_ZIPCODE,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,173,,1.0,14,16,,2025-02-05
174,server:error:CC-PRIMARY-IDENTITY-ALREADY-EXISTS,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,174,,1.0,14,16,,2025-02-05
175,server:error:CC-INVALID_CVV,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,175,,1.0,14,16,,2025-02-05
176,server:error:CC-INVALID_CARD_NUMBER,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,176,,1.0,14,16,,2025-02-05
177,server:error:CC-APPOINTMENT-SLOT-ERROR,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,177,,1.0,14,16,,2025-02-05
178,server:error:CC-PAYMENT_METHOD_RESTRICTED,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,178,,1.0,14,16,,2025-02-05
179,server:error:CC-INVALID_ROUTING_NUMBER,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,179,,1.0,14,16,,2025-02-05
180,server:error:CC-SECURE_TOKEN_ALREADY_VERIFIED,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,180,,1.0,14,16,,2025-02-05
181,server:error:CC-VALIDATION_ERROR,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,181,,1.0,14,16,,2025-02-05
182,DR_SmartHelp - Landing Page,Devices Page Visits,Apple iOS,SMART HELP,SH,Positive,Devices Page Visits,,,,,Apple iOS_SH_1,,182,1,1.0,15,5,,2025-02-05
183,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Apple iOS,SMART HELP,SH,Positive,,Started Troubleshooting (Solution Center),,,,Apple iOS_SH_1.1,Apple iOS_SH_1,183,2,2.0,15,5,182.0,2025-02-05
184,DR_SmartHelp - Result,Saw a Result,Apple iOS,SMART HELP,SH,Positive,,,Saw a Result,,,Apple iOS_SH_1.1.1,Apple iOS_SH_1.1,184,3,3.0,15,5,183.0,2025-02-05
185,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Apple iOS,SMART HELP,SH,Negative,,,,1st common reason (Unknown),,Apple iOS_SH_1.1.1.1,Apple iOS_SH_1.1.1,185,4,4.0,15,5,184.0,2025-02-05
186,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Apple iOS,SMART HELP,SH,Negative,,,,2nd common reason (Disconnected),,Apple iOS_SH_1.1.1.2,Apple iOS_SH_1.1.1,186,5,4.0,15,5,184.0,2025-02-05
187,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Apple iOS,SMART HELP,SH,Negative,,,,3rd common reason (Incomplete Install),,Apple iOS_SH_1.1.1.3,Apple iOS_SH_1.1.1,187,6,4.0,15,5,184.0,2025-02-05
188,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Apple iOS,SMART HELP,SH,Positive,,Did a Device Reboot,,,,Apple iOS_SH_1.2,Apple iOS_SH_1,188,7,2.0,15,5,182.0,2025-02-05
189,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Apple iOS,SMART HELP,SH,Positive,,Started Proactive and Preventive (P&P),,,,Apple iOS_SH_1.3,Apple iOS_SH_1,189,8,2.0,15,5,182.0,2025-02-05
190,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Apple iOS,SMART HELP,SH,Positive,,,Started P&P troubleshooting,,,Apple iOS_SH_1.3.1,Apple iOS_SH_1.3,190,9,3.0,15,5,189.0,2025-02-05
191,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Apple iOS,SMART HELP,SH,Positive,,,Smarthelp Reset Complete,,,Apple iOS_SH_1.3.2,Apple iOS_SH_1.3,191,10,3.0,15,5,189.0,2025-02-05
192,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Apple iOS,SMART HELP,SH,Positive,,,Schedule Tech,,,Apple iOS_SH_1.3.3,Apple iOS_SH_1.3,192,11,3.0,15,5,189.0,2025-02-05
193,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Apple iOS,SMART HELP,SH,Negative,,,Connect with Agent,,,Apple iOS_SH_1.3.4,Apple iOS_SH_1.3,193,12,3.0,15,5,189.0,2025-02-05
194,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Apple iOS,SMART HELP,SH,Negative,,,Smarthelp_P&P Interacted with Chat,,,Apple iOS_SH_1.3.5,Apple iOS_SH_1.3,194,13,3.0,15,5,189.0,2025-02-05
195,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Apple iOS,SMART HELP,SH,Positive,,Clicked Billing & Account Support,,,,Apple iOS_SH_1.4,Apple iOS_SH_1,195,14,2.0,15,5,182.0,2025-02-05
196,DR_SmartHelp - Internet Support,Clicked Internet Support,Apple iOS,SMART HELP,SH,Positive,,Clicked Internet Support,,,,Apple iOS_SH_1.5,Apple iOS_SH_1,196,15,2.0,15,5,182.0,2025-02-05
197,DR_SmartHelp - TV Support,Clicked TV Support,Apple iOS,SMART HELP,SH,Positive,,Clicked TV Support,,,,Apple iOS_SH_1.6,Apple iOS_SH_1,197,16,2.0,15,5,182.0,2025-02-05
198,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Apple iOS,SMART HELP,SH,Positive,,Clicked Homelife Support,,,,Apple iOS_SH_1.7,Apple iOS_SH_1,198,17,2.0,15,5,182.0,2025-02-05
199,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Apple iOS,SMART HELP,SH,Negative,,Smarthelp_Interacted with Chat,,,,Apple iOS_SH_1.8,Apple iOS_SH_1,199,18,2.0,15,5,182.0,2025-02-05
200,DR_Support Home,Support Home Visits,Apple iOS,S UPPORT,SU,Positive,Support Home Visits,,,,,Apple iOS_SU_1,,200,1,1.0,16,11,,2025-02-05
201,DR_Support - Internet,Support Internet Support,Apple iOS,S UPPORT,SU,Positive,,Support Internet Support,,,,Apple iOS_SU_1.1,Apple iOS_SU_1,201,2,2.0,16,11,200.0,2025-02-05
202,DR_Support - Billing and Account,Billing & Account Support,Apple iOS,S UPPORT,SU,Positive,,Billing & Account Support,,,,Apple iOS_SU_1.2,Apple iOS_SU_1,202,3,2.0,16,11,200.0,2025-02-05
203,DR_Support - Billing,Billing Support,Apple iOS,S UPPORT,SU,Positive,,Billing Support,,,,Apple iOS_SU_1.3,Apple iOS_SU_1,203,4,2.0,16,11,200.0,2025-02-05
204,DR_Support - Account,Account Support,Apple iOS,S UPPORT,SU,Positive,,Account Support,,,,Apple iOS_SU_1.4,Apple iOS_SU_1,204,5,2.0,16,11,200.0,2025-02-05
205,DR_Support - TV,Support TV Support,Apple iOS,S UPPORT,SU,Positive,,Support TV Support,,,,Apple iOS_SU_1.5,Apple iOS_SU_1,205,6,2.0,16,11,200.0,2025-02-05
206,DR_Support - Homelife,Support Homelife Support,Apple iOS,S UPPORT,SU,Positive,,Support Homelife Support,,,,Apple iOS_SU_1.6,Apple iOS_SU_1,206,7,2.0,16,11,200.0,2025-02-05
207,DR_Support - Mobile,Support Mobile Support,Apple iOS,S UPPORT,SU,Positive,,Support Mobile Support,,,,Apple iOS_SU_1.7,Apple iOS_SU_1,207,8,2.0,16,11,200.0,2025-02-05
208,DR_Support - Read an Article,Read an Article,Apple iOS,S UPPORT,SU,Positive,,Read an Article,,,,Apple iOS_SU_1.8,Apple iOS_SU_1,208,9,2.0,16,11,200.0,2025-02-05
209,DR_Support - Search,Support Search,Apple iOS,S UPPORT,SU,Negative,,Support Search,,,,Apple iOS_SU_1.9,Apple iOS_SU_1,209,10,2.0,16,11,200.0,2025-02-05
210,DR_Support - Click on Exit Link,Went to External Link,Apple iOS,S UPPORT,SU,Positive,,Went to External Link,,,,Apple iOS_SU_1.10,Apple iOS_SU_1,210,11,2.0,16,11,200.0,2025-02-05
211,DR_Support - App Feedback,App Feedback,Apple iOS,S UPPORT,SU,Positive,,App Feedback,,,,Apple iOS_SU_1.11,Apple iOS_SU_1,211,12,2.0,16,11,200.0,2025-02-05
212,DR_Support - Agent chat started,Support Interacted with Chat,Apple iOS,S UPPORT,SU,Negative,,Support Interacted with Chat,,,,Apple iOS_SU_1.12,Apple iOS_SU_1,212,13,2.0,16,11,200.0,2025-02-05
213,DR_TSV Enrollment Home Page,Visits to TSV Home Page,Apple iOS,TWO-STEP VERIFICATION,TV,Positive,Visits to TSV Home Page,,,,,Apple iOS_TV_1,,213,1,1.0,17,12,,2025-02-05
214,DR_TSV | Intent to Enrollment,TSV Enrollment Page,Apple iOS,TWO-STEP VERIFICATION,TV,Positive,,TSV Enrollment Page,,,,Apple iOS_TV_1.1,Apple iOS_TV_1,214,2,2.0,17,12,213.0,2025-02-05
215,DR_TSV Enrollment - Success,TSV Overall Success Rate,Apple iOS,TWO-STEP VERIFICATION,TV,Positive,,TSV Overall Success Rate,,,,Apple iOS_TV_1.2,Apple iOS_TV_1,215,3,2.0,17,12,213.0,2025-02-05
216,DR_TSV Enrollment - Email,TSV Email Text,Apple iOS,TWO-STEP VERIFICATION,TV,Positive,TSV Email Text,,,,,Apple iOS_TV_2,,216,8,1.0,17,12,,2025-02-05
217,DR_TSV Enrollment - Email Success,TSV Email Success Rate,Apple iOS,TWO-STEP VERIFICATION,TV,Positive,,TSV Email Success Rate,,,,Apple iOS_TV_2.1,Apple iOS_TV_2,217,9,2.0,17,12,216.0,2025-02-05
218,DR_TSV Enrollment - Update,TSV Update,Apple iOS,TWO-STEP VERIFICATION,TV,Positive,,TSV Update,,,,Apple iOS_TV_2.2,Apple iOS_TV_2,218,10,2.0,17,12,216.0,2025-02-05
219,DR_TSV Enrollment - Server Errors,TSV Server Errors,Apple iOS,TWO-STEP VERIFICATION,TV,Negative,,TSV Server Errors,,,,Apple iOS_TV_2.3,Apple iOS_TV_2,219,11,2.0,17,12,216.0,2025-02-05
220,DR_TSV Enrollment - Phone text,TSV Phone Text,Apple iOS,TWO-STEP VERIFICATION,TV,Positive,TSV Phone Text,,,,,Apple iOS_TV_3,,220,4,1.0,17,12,,2025-02-05
221,DR_TSV Enrollment - Phone text Success,TSV Text Success Rate,Apple iOS,TWO-STEP VERIFICATION,TV,Positive,,TSV Text Success Rate,,,,Apple iOS_TV_3.1,Apple iOS_TV_3,221,5,2.0,17,12,220.0,2025-02-05
222,DR_TSV Enrollment - Phone call,TSV Phone Call,Apple iOS,TWO-STEP VERIFICATION,TV,Positive,TSV Phone Call,,,,,Apple iOS_TV_4,,222,6,1.0,17,12,,2025-02-05
223,DR_TSV Enrollment - Phone call Success,TSV Call Success Rate,Apple iOS,TWO-STEP VERIFICATION,TV,Positive,,TSV Call Success Rate,,,,Apple iOS_TV_4.1,Apple iOS_TV_4,223,7,2.0,17,12,222.0,2025-02-05
224,DR_continuing chat from new chat page,,Apple iOS,Unknown,U,,,,,,,,,224,,1.0,18,,,2025-02-05
225,www.cox.com/residential/mobile/deals.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mobile_holidays_b,,Apple iOS,U R L,URL,,,,,,,,,225,,1.0,19,18,,2025-02-05
226,www.cox.com/residential/mobile/deals.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mobile_holidays_2,,Apple iOS,U R L,URL,,,,,,,,,226,,1.0,19,18,,2025-02-05
227,www.cox.com/mobile-shop/devices/apple?sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mobile_iphone16_ga,,Apple iOS,U R L,URL,,,,,,,,,227,,1.0,19,18,,2025-02-05
228,www.cox.com/mobile-shop/check-device-compatibility.html&sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mob,,Apple iOS,U R L,URL,,,,,,,,,228,,1.0,19,18,,2025-02-05
229,www.cox.com/mobile-shop/device/motorola-moto-g-play-2024_sapphire-blue?storage=64gb&sc_id=cr_mobile_,,Apple iOS,U R L,URL,,,,,,,,,229,,1.0,19,18,,2025-02-05
230,www.cox.com/residential/refer-a-friend.html?&sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_extole,,Apple iOS,U R L,URL,,,,,,,,,230,,1.0,19,18,,2025-02-05
231,www.cox.com/mobile-shop/devices/apple&sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mobile_iphone16_PO,,Apple iOS,U R L,URL,,,,,,,,,231,,1.0,19,18,,2025-02-05
232,www.cox.com/residential-shop/repackage-landing.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_push_cro45,,Apple iOS,U R L,URL,,,,,,,,,232,,1.0,19,18,,2025-02-05
233,www.cox.com/residential/move.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_inapp,,Apple iOS,U R L,URL,,,,,,,,,233,,1.0,19,18,,2025-02-05
234,www.cox.com/residential-shop/repackage-landing.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_push_cro00,,Apple iOS,U R L,URL,,,,,,,,,234,,1.0,19,18,,2025-02-05
235,www.cox.com/residential-shop/repackage-landing.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_push_cro21,,Apple iOS,U R L,URL,,,,,,,,,235,,1.0,19,18,,2025-02-05
236,www.cox.com/mobile-shop/devices?brand=apple?intercept=false&sc_id=cr_mobile_app_z_coxapp_z_swrve_emb,,Apple iOS,U R L,URL,,,,,,,,,236,,1.0,19,18,,2025-02-05
237,DR_Visits to Billing Home,Billing Section Visits,Google Android,BIL LING,BL,Positive,Billing Section Visits,,,,,Google Android_BL_1,,1,1,1.0,1,3,,2025-02-05
238,DR_Billing Make a Payment,Make Payments,Google Android,BIL LING,BL,Positive,,Make Payments,,,,Google Android_BL_1.1,Google Android_BL_1,2,2,2.0,1,3,237.0,2025-02-05
239,DR_Payment Submit,Payment Submit,Google Android,BIL LING,BL,Positive,,Payment Submit,,,,Google Android_BL_1.2,Google Android_BL_1,3,3,2.0,1,3,237.0,2025-02-05
240,DR_Payments,Payment Success Rate,Google Android,BIL LING,BL,Positive,,,Payment Success Rate,,,Google Android_BL_1.2.1,Google Android_BL_1.2,4,4,3.0,1,3,239.0,2025-02-05
241,DR_Client Errors on Make Payment,Client Errors on Payment Page,Google Android,BIL LING,BL,Negative,,,Client Errors on Payment Page,,,Google Android_BL_1.2.2,Google Android_BL_1.2,5,5,3.0,1,3,239.0,2025-02-05
242,DR_Server Errors on Make Payment,Server Errors on Payment Page,Google Android,BIL LING,BL,Negative,,,Server Errors on Payment Page,,,Google Android_BL_1.2.3,Google Android_BL_1.2,6,6,3.0,1,3,239.0,2025-02-05
243,DR_Promise to Pay,Promise to Pay - Linkout,Google Android,BIL LING,BL,Positive,,Promise to Pay - Linkout,,,,Google Android_BL_1.3,Google Android_BL_1,7,7,2.0,1,3,237.0,2025-02-05
244,DR_Promise to Pay (Native),Promise to Pay - Native,Google Android,BIL LING,BL,Positive,,Promise to Pay - Native,,,,Google Android_BL_1.4,Google Android_BL_1,8,8,2.0,1,3,237.0,2025-02-05
245,DR_CoxApp | Billing - Additional time to pay (Link out),Additional time to pay - Linkout,Google Android,BIL LING,BL,Positive,,,Additional time to pay - Linkout,,,Google Android_BL_1.4.1,Google Android_BL_1.4,9,9,3.0,1,3,244.0,2025-02-05
246,DR_CoxApp | Billing - Future date payment (Link out),Future date payment - Linkout,Google Android,BIL LING,BL,Positive,,,Future date payment - Linkout,,,Google Android_BL_1.4.2,Google Android_BL_1.4,10,10,3.0,1,3,244.0,2025-02-05
247,DR_Billing - View Bill Details,Bill Downloads,Google Android,BIL LING,BL,Positive,,Bill Downloads,,,,Google Android_BL_1.5,Google Android_BL_1,11,11,2.0,1,3,237.0,2025-02-05
248,DR_Billing - Activity & Statements,Activity & Statements,Google Android,BIL LING,BL,Positive,,Activity & Statements,,,,Google Android_BL_1.6,Google Android_BL_1,12,12,2.0,1,3,237.0,2025-02-05
249,DR_Billing - Automatic Payments,Easy Pay Enrollments,Google Android,BIL LING,BL,Positive,,Easy Pay Enrollments,,,,Google Android_BL_1.7,Google Android_BL_1,13,13,2.0,1,3,237.0,2025-02-05
250,DR_Billing - Manage Payment Methods,Payment Method Changes,Google Android,BIL LING,BL,Positive,,Payment Method Changes,,,,Google Android_BL_1.8,Google Android_BL_1,14,14,2.0,1,3,237.0,2025-02-05
251,DR_Billing - Agreements & Discounts,Agreement & Discounts,Google Android,BIL LING,BL,Positive,,Agreement & Discounts,,,,Google Android_BL_1.9,Google Android_BL_1,15,15,2.0,1,3,237.0,2025-02-05
252,DR_Billing - Bill Delivery,Bill Delivery Options,Google Android,BIL LING,BL,Positive,,Bill Delivery Options,,,,Google Android_BL_1.10,Google Android_BL_1,16,16,2.0,1,3,237.0,2025-02-05
253,DR_Billing - Edit Billing Address,Address Changes,Google Android,BIL LING,BL,Positive,,Address Changes,,,,Google Android_BL_1.11,Google Android_BL_1,17,17,2.0,1,3,237.0,2025-02-05
254,DR_Billing - Move My Service,Move Service,Google Android,BIL LING,BL,Positive,,Move Service,,,,Google Android_BL_1.12,Google Android_BL_1,18,18,2.0,1,3,237.0,2025-02-05
255,DR_Billing visits to chat,Billing_Interacted with chat,Google Android,BIL LING,BL,Negative,,Billing_Interacted with chat,,,,Google Android_BL_1.13,Google Android_BL_1,19,19,2.0,1,3,237.0,2025-02-05
256,DR_Wireless Service,Visits from 'Cox Mobile' users,Google Android,COX MOBILE,CM,Positive,Visits from 'Cox Mobile' users,,,,,Google Android_CM_1,,20,1,1.0,2,13,,2025-02-05
257,DR_Mymobile HomePage Visits,Coxmob Line Detail Page,Google Android,COX MOBILE,CM,Positive,,Coxmob Line Detail Page,,,,Google Android_CM_1.1,Google Android_CM_1,21,2,2.0,2,13,256.0,2025-02-05
258,DR_Mobile Lock Enabled,,Google Android,COX MOBILE,CM,,,,,,,,,22,,1.0,2,13,,2025-02-05
259,DR_Mobile Lock Disabled,,Google Android,COX MOBILE,CM,,,,,,,,,23,,1.0,2,13,,2025-02-05
260,DR_Change Status Exit link,Coxmob Change Status External Link,Google Android,COX MOBILE,CM,Positive,,,Coxmob Change Status External Link,,,Google Android_CM_1.1.1,Google Android_CM_1.1,24,13,3.0,2,13,257.0,2025-02-05
261,DR_Add a Line,Coxmob Add a Line,Google Android,COX MOBILE,CM,Positive,,,Coxmob Add a Line,,,Google Android_CM_1.1.2,Google Android_CM_1.1,25,3,3.0,2,13,257.0,2025-02-05
262,DR_Change your Plan,Coxmob Change  Plan - linkout,Google Android,COX MOBILE,CM,Positive,,,Coxmob Change  Plan - linkout,,,Google Android_CM_1.1.3,Google Android_CM_1.1,26,4,3.0,2,13,257.0,2025-02-05
263,DR_Change Plan - New,Coxmob Change Plan - Native,Google Android,COX MOBILE,CM,Positive,,,Coxmob Change Plan - Native,,,Google Android_CM_1.1.4,Google Android_CM_1.1,27,5,3.0,2,13,257.0,2025-02-05
264,DR_Change plan - Account Restrictions,Coxmob Account Restrictions,Google Android,COX MOBILE,CM,Negative,,,,Coxmob Account Restrictions,,Google Android_CM_1.1.4.1,Google Android_CM_1.1.4,28,6,4.0,2,13,263.0,2025-02-05
265,DR_Change plan Confirmation,Coxmob Plan Purchased,Google Android,COX MOBILE,CM,Positive,,,,Coxmob Plan Purchased,,Google Android_CM_1.1.4.2,Google Android_CM_1.1.4,29,7,4.0,2,13,263.0,2025-02-05
266,DR_Change Plan - Pay as Gig,Coxmob Gig Plan,Google Android,COX MOBILE,CM,Positive,,,,,Coxmob Gig Plan,Google Android_CM_1.1.4.2.1,Google Android_CM_1.1.4.2,30,8,5.0,2,13,265.0,2025-02-05
267,DR_Change Plan - Unlimited,Coxmob Unlimited Plan,Google Android,COX MOBILE,CM,Positive,,,,,Coxmob Unlimited Plan,Google Android_CM_1.1.4.2.2,Google Android_CM_1.1.4.2,31,9,5.0,2,13,265.0,2025-02-05
268,DR_Welcome Guide,Coxmob Welcome Guide,Google Android,COX MOBILE,CM,Positive,,,Coxmob Welcome Guide,,,Google Android_CM_1.1.5,Google Android_CM_1.1,32,10,3.0,2,13,257.0,2025-02-05
269,DR_Device Payment Plan,Coxmob Device Payment Plan,Google Android,COX MOBILE,CM,Positive,,,Coxmob Device Payment Plan,,,Google Android_CM_1.1.6,Google Android_CM_1.1,33,11,3.0,2,13,257.0,2025-02-05
270,DR_Insurance Claim,File a Claim,Google Android,COX MOBILE,CM,Negative,,,File a Claim,,,Google Android_CM_1.1.7,Google Android_CM_1.1,34,12,3.0,2,13,257.0,2025-02-05
271,DR_Opted for Pay as you Gig Plan,Coxmob Pay as you Gig,Google Android,COX MOBILE,CM,Positive,,Coxmob Pay as you Gig,,,,Google Android_CM_1.2,Google Android_CM_1,35,14,2.0,2,13,256.0,2025-02-05
272,DR_Opted for Gig Unlimited Plan,Coxmob Gig Unlimited Plan,Google Android,COX MOBILE,CM,Positive,,Coxmob Gig Unlimited Plan,,,,Google Android_CM_1.3,Google Android_CM_1,36,15,2.0,2,13,256.0,2025-02-05
273,DR_Mobile Billing Home,Coxmob Billing Home,Google Android,COX MOBILE,CM,Positive,,Coxmob Billing Home,,,,Google Android_CM_1.4,Google Android_CM_1,37,16,2.0,2,13,256.0,2025-02-05
274,DR_Mobile Billing - Additional Payment,Coxmob Make Additional Payment,Google Android,COX MOBILE,CM,Positive,,Coxmob Make Additional Payment,,,,Google Android_CM_1.5,Google Android_CM_1,38,17,2.0,2,13,256.0,2025-02-05
275,DR_Mobile Billing - Payment Method,Coxmob Payment Method Changes,Google Android,COX MOBILE,CM,Positive,,Coxmob Payment Method Changes,,,,Google Android_CM_1.6,Google Android_CM_1,39,18,2.0,2,13,256.0,2025-02-05
276,DR_Mobile Billing - Activity & Statements,Coxmob Activity & Statements,Google Android,COX MOBILE,CM,Positive,,Coxmob Activity & Statements,,,,Google Android_CM_1.7,Google Android_CM_1,40,19,2.0,2,13,256.0,2025-02-05
277,DR_Mobile Billing - Easypay Confirmation,Coxmob Easypay Enrollment,Google Android,COX MOBILE,CM,Positive,,Coxmob Easypay Enrollment,,,,Google Android_CM_1.8,Google Android_CM_1,41,20,2.0,2,13,256.0,2025-02-05
278,DR_Mobile Billing - Bill Delivery Confirmation,Coxmob Bill Delivery Changes,Google Android,COX MOBILE,CM,Positive,,Coxmob Bill Delivery Changes,,,,Google Android_CM_1.9,Google Android_CM_1,42,21,2.0,2,13,256.0,2025-02-05
279,DR_Wireless Support,Coxmob Support Section,Google Android,COX MOBILE,CM,Positive,,Coxmob Support Section,,,,Google Android_CM_1.10,Google Android_CM_1,43,22,2.0,2,13,256.0,2025-02-05
280,DR_Total Data Usage Visits,Total Data Usage Visits,Google Android,DATA USAGE,DU,Positive,Total Data Usage Visits,,,,,Google Android_DU_1,,44,1,1.0,3,10,,2025-02-05
281,DR_Data Plan upgrade,Data Plan Upgrade,Google Android,DATA USAGE,DU,Positive,,Data Plan Upgrade,,,,Google Android_DU_1.1,Google Android_DU_1,45,2,2.0,3,10,280.0,2025-02-05
282,DR_Data Usage Learn More,Learn More,Google Android,DATA USAGE,DU,Positive,,Learn More,,,,Google Android_DU_1.2,Google Android_DU_1,46,3,2.0,3,10,280.0,2025-02-05
283,DR_Data Usage Courtesy Credits,Courtesy Credit,Google Android,DATA USAGE,DU,Positive,,Courtesy Credit,,,,Google Android_DU_1.3,Google Android_DU_1,47,4,2.0,3,10,280.0,2025-02-05
284,DR_Total Data Usage >=75%,Data usage >=75%,Google Android,DATA USAGE,DU,Positive,,Data usage >=75%,,,,Google Android_DU_1.4,Google Android_DU_1,48,5,2.0,3,10,280.0,2025-02-05
285,DR_Total Data Usage >=100%,Data usage >=100%,Google Android,DATA USAGE,DU,Positive,,Data usage >=100%,,,,Google Android_DU_1.5,Google Android_DU_1,49,6,2.0,3,10,280.0,2025-02-05
